age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
20.0,Private,227411,Some-college,,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
26.0,Private,105787,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,,36.0,United-States,<=50K
66.0,Private,107196,HS-grad,9.0,Widowed,Tech-support,Not-in-family,White,Female,,0.0,18.0,United-States,<=50K
38.0,Private,99138,Bachelors,,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,38.0,United-States,<=50K
54.0,Private,39493,Assoc-voc,11.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
28.0,Self-emp-not-inc,237466,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,30.0,United-States,>50K
25.0,Private,90291,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,Private,118186,Some-college,10.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,20.0,United-States,<=50K
52.0,Private,139347,HS-grad,9.0,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
51.0,Self-emp-not-inc,268639,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,2057.0,60.0,Canada,<=50K
24.0,State-gov,184216,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,250967,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,State-gov,35626,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,15.0,United-States,<=50K
44.0,State-gov,144125,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Private,312088,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,40.0,United-States,<=50K
38.0,Private,26698,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,Self-emp-not-inc,256992,5th-6th,3.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,15.0,Mexico,<=50K
38.0,Private,187046,11th,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
45.0,Local-gov,255559,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
28.0,Private,181776,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
19.0,Private,307496,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,23.0,United-States,<=50K
39.0,Private,340091,Some-college,10.0,Separated,Other-service,Unmarried,White,Female,0.0,,75.0,United-States,<=50K
30.0,Private,382368,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,,40.0,United-States,<=50K
28.0,Private,132686,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,55.0,United-States,<=50K
50.0,Private,92969,1st-4th,2.0,Separated,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Self-emp-inc,240504,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,70.0,United-States,>50K
38.0,Private,183585,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
66.0,Private,140576,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,<=50K
23.0,Private,313573,Bachelors,13.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,25.0,United-States,<=50K
19.0,Private,41745,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,,United-States,<=50K
35.0,Private,66297,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,,40.0,Philippines,>50K
46.0,Private,87250,Bachelors,13.0,Separated,Tech-support,Unmarried,White,Female,,0.0,40.0,United-States,<=50K
22.0,Private,317019,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
75.0,Self-emp-inc,125197,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,,0.0,26.0,United-States,<=50K
33.0,Private,34748,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,1887.0,,United-States,>50K
29.0,Self-emp-not-inc,144063,7th-8th,,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,72.0,United-States,<=50K
,Private,137499,HS-grad,9.0,Widowed,Sales,Other-relative,White,Female,0.0,0.0,16.0,United-States,<=50K
24.0,Private,184839,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
18.0,Private,27920,11th,7.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
30.0,Local-gov,131776,Masters,14.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Private,167599,11th,7.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0.0,,25.0,United-States,<=50K
40.0,Private,215596,Bachelors,13.0,Married-spouse-absent,Other-service,Not-in-family,Other,Male,,0.0,40.0,Mexico,<=50K
34.0,Self-emp-not-inc,181087,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
17.0,Private,170455,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,8.0,United-States,<=50K
18.0,Private,139576,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
52.0,Local-gov,278522,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
18.0,Private,78817,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
35.0,Private,106967,Masters,14.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Private,151484,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,,United-States,<=50K
51.0,Private,44000,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999.0,0.0,,United-States,>50K
44.0,Federal-gov,29591,Bachelors,13.0,Divorced,Tech-support,Not-in-family,White,Male,0.0,2258.0,40.0,United-States,>50K
31.0,Private,266126,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
22.0,Private,255252,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Private,156728,Bachelors,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
34.0,Private,172579,Assoc-voc,11.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
33.0,State-gov,306309,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,,0.0,50.0,United-States,<=50K
43.0,Private,186188,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
52.0,Local-gov,91689,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
48.0,Self-emp-not-inc,200825,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,30.0,United-States,>50K
57.0,Private,163047,HS-grad,,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,38.0,United-States,<=50K
19.0,Private,217418,Some-college,10.0,Never-married,Adm-clerical,Other-relative,Black,Female,0.0,,38.0,United-States,<=50K
,Private,193479,HS-grad,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,24.0,United-States,<=50K
38.0,Private,193372,Some-college,,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Private,115040,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
38.0,Private,357870,12th,8.0,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,50.0,United-States,<=50K
49.0,Private,403112,HS-grad,9.0,Divorced,Other-service,Unmarried,Black,Female,0.0,,32.0,United-States,<=50K
54.0,Self-emp-not-inc,82551,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Other-relative,White,Female,0.0,0.0,10.0,United-States,<=50K
27.0,Private,408623,Bachelors,13.0,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0.0,,50.0,United-States,<=50K
25.0,Private,181772,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,40.0,United-States,<=50K
52.0,Private,318975,HS-grad,,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,Cuba,<=50K
47.0,Private,133758,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,,40.0,United-States,<=50K
27.0,Private,60288,Masters,14.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Private,128063,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,,36.0,United-States,<=50K
20.0,Private,116830,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Self-emp-inc,124665,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
,Private,206599,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,16.0,United-States,<=50K
18.0,Private,183930,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12.0,United-States,<=50K
29.0,Self-emp-not-inc,240172,Bachelors,13.0,Never-married,Exec-managerial,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=50K
35.0,Private,180342,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
68.0,Self-emp-inc,136218,HS-grad,9.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,15.0,United-States,<=50K
,Private,178709,Masters,14.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Private,217509,HS-grad,9.0,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,45.0,Thailand,<=50K
18.0,Private,270502,11th,7.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,,20.0,United-States,<=50K
46.0,Private,122026,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,50.0,United-States,<=50K
26.0,Local-gov,166295,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2339.0,55.0,United-States,<=50K
25.0,Private,557082,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
20.0,Private,189888,12th,8.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
64.0,Self-emp-not-inc,192695,5th-6th,3.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,,0.0,70.0,Canada,<=50K
55.0,Self-emp-not-inc,185195,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,99.0,United-States,<=50K
,Private,442274,HS-grad,9.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
18.0,Private,31983,12th,8.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,,20.0,United-States,<=50K
63.0,Self-emp-not-inc,420629,Assoc-voc,,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
59.0,Federal-gov,115389,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,36.0,United-States,<=50K
38.0,Local-gov,331609,Some-college,10.0,Widowed,Transport-moving,Not-in-family,Black,Female,0.0,0.0,47.0,United-States,<=50K
,Private,145098,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
30.0,Private,337908,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,20.0,United-States,<=50K
40.0,Private,107433,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,1977.0,50.0,United-States,>50K
24.0,Private,235894,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Private,182629,Masters,14.0,Divorced,Sales,Not-in-family,White,Male,,0.0,24.0,Iran,<=50K
20.0,Private,387779,11th,7.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,,United-States,<=50K
43.0,Self-emp-inc,151089,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
37.0,Private,241962,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,<=50K
46.0,Private,309895,Some-college,10.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,,40.0,United-States,<=50K
20.0,Private,133515,Some-college,10.0,Never-married,Sales,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
61.0,Private,97030,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
,Private,102945,7th-8th,4.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Private,187112,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
44.0,Private,82601,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,61272,9th,5.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,Portugal,<=50K
49.0,State-gov,154493,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,,0.0,44.0,United-States,<=50K
41.0,Private,209547,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,173804,11th,7.0,Divorced,Other-service,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
27.0,Private,56870,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Private,138662,Some-college,10.0,Separated,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
38.0,Self-emp-not-inc,233571,HS-grad,9.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
58.0,Private,213975,Assoc-voc,11.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,270577,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
,Self-emp-not-inc,136836,Assoc-acdm,12.0,Divorced,Transport-moving,Unmarried,Black,Female,0.0,0.0,30.0,United-States,<=50K
61.0,Federal-gov,181081,HS-grad,9.0,Divorced,Adm-clerical,Own-child,Black,Female,0.0,0.0,20.0,United-States,<=50K
43.0,Private,163985,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,337940,5th-6th,,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
52.0,Private,143807,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
20.0,Private,211968,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
58.0,Private,127264,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,<=50K
44.0,Federal-gov,102238,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,,40.0,United-States,<=50K
34.0,Private,117963,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,50.0,United-States,>50K
24.0,Private,97212,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,,United-States,<=50K
40.0,Private,240027,Some-college,10.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,45.0,United-States,<=50K
23.0,Private,35633,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,112115,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,0.0,60.0,Ireland,>50K
47.0,Self-emp-not-inc,158451,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
18.0,Private,83492,7th-8th,4.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,74631,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,,United-States,<=50K
,Private,244589,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
24.0,Private,107801,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,,40.0,United-States,<=50K
45.0,State-gov,207847,Some-college,10.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
56.0,Private,371064,9th,5.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,,United-States,<=50K
,Local-gov,323309,7th-8th,4.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,108301,HS-grad,9.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,20.0,United-States,<=50K
34.0,Local-gov,117392,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,,40.0,United-States,<=50K
21.0,Private,254904,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
60.0,State-gov,194252,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,3103.0,0.0,,United-States,>50K
,Private,256211,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,24.0,Vietnam,<=50K
26.0,State-gov,234190,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K
66.0,Local-gov,376506,Doctorate,16.0,Divorced,Prof-specialty,Not-in-family,White,Female,3273.0,0.0,40.0,United-States,<=50K
,Private,147171,Some-college,10.0,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,Vietnam,<=50K
58.0,Private,49893,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
,Private,99146,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
31.0,Private,273324,Some-college,,Never-married,Other-service,Own-child,White,Male,0.0,1721.0,16.0,United-States,<=50K
31.0,Private,594187,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,509048,HS-grad,9.0,Never-married,Sales,Other-relative,Black,Female,0.0,,37.0,United-States,<=50K
40.0,Private,55191,Some-college,,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Local-gov,207383,Masters,14.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
40.0,Private,104892,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,,United-States,<=50K
29.0,Private,130045,7th-8th,4.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,526968,10th,6.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,140764,Assoc-voc,11.0,Never-married,Other-service,Own-child,White,Female,,0.0,15.0,United-States,<=50K
27.0,Private,214858,HS-grad,9.0,Married-civ-spouse,Other-service,Own-child,White,Male,0.0,0.0,,United-States,<=50K
40.0,Self-emp-not-inc,406811,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,,0.0,40.0,United-States,>50K
20.0,Private,50397,Some-college,10.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,,United-States,<=50K
65.0,Private,161400,11th,7.0,Widowed,Other-service,Unmarried,Other,Male,0.0,0.0,40.0,United-States,<=50K
45.0,Private,53524,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,141058,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,62.0,Mexico,<=50K
63.0,Local-gov,147440,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
40.0,Private,141583,10th,6.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
27.0,Private,588905,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Federal-gov,190729,Some-college,,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,113601,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
58.0,Private,151910,HS-grad,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
41.0,Private,190885,HS-grad,,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Mexico,<=50K
40.0,Private,347890,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
24.0,Self-emp-not-inc,236769,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,40.0,United-States,<=50K
,Private,120857,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,18.0,United-States,<=50K
35.0,Private,198841,Assoc-voc,11.0,Divorced,Tech-support,Own-child,White,Male,0.0,0.0,,United-States,<=50K
24.0,Private,202721,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,,United-States,<=50K
25.0,Private,290528,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,205152,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,,40.0,United-States,<=50K
27.0,Private,106316,Prof-school,15.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,12.0,United-States,<=50K
40.0,Private,208470,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
54.0,Private,103580,Assoc-acdm,,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,55.0,United-States,>50K
45.0,Private,107682,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,,0.0,40.0,United-States,<=50K
20.0,Private,151790,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
22.0,Private,82393,9th,5.0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,<=50K
39.0,Private,87556,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,6849.0,0.0,40.0,United-States,<=50K
29.0,Private,351324,Some-college,10.0,Never-married,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Self-emp-not-inc,340939,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,Private,88926,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,10.0,United-States,<=50K
50.0,Private,146310,9th,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Private,235986,HS-grad,9.0,Never-married,Exec-managerial,Own-child,White,Female,,0.0,50.0,Cuba,<=50K
,Private,157991,Assoc-voc,11.0,Divorced,Tech-support,Unmarried,Black,Female,0.0,625.0,40.0,United-States,<=50K
,Private,210424,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,914.0,0.0,40.0,United-States,<=50K
54.0,Self-emp-not-inc,310774,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,,United-States,<=50K
39.0,Private,150061,Masters,14.0,Divorced,Exec-managerial,Unmarried,Black,Female,15020.0,0.0,60.0,United-States,>50K
49.0,Private,165513,Some-college,10.0,Divorced,Handlers-cleaners,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
46.0,Private,54190,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
32.0,Private,207301,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,,40.0,United-States,<=50K
36.0,Private,308945,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
58.0,Self-emp-not-inc,234841,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,72.0,United-States,<=50K
32.0,Private,53260,HS-grad,9.0,Divorced,Other-service,Unmarried,Other,Female,0.0,,28.0,United-States,<=50K
56.0,Private,178033,Some-college,10.0,Widowed,Exec-managerial,Not-in-family,White,Male,4416.0,,60.0,United-States,<=50K
,Private,249977,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,351802,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,,United-States,<=50K
38.0,Private,48093,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,211860,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,24.0,United-States,<=50K
24.0,Private,211585,HS-grad,9.0,Married-civ-spouse,Transport-moving,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,31360,Some-college,10.0,Never-married,Farming-fishing,Own-child,White,Male,,0.0,40.0,United-States,<=50K
74.0,Private,209454,5th-6th,3.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
61.0,Private,192237,10th,6.0,Divorced,Sales,Unmarried,White,Female,,0.0,40.0,United-States,<=50K
42.0,Private,124692,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
26.0,Private,176795,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,>50K
36.0,Private,282092,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
28.0,Private,478315,Bachelors,13.0,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Private,511361,Some-college,10.0,Never-married,Other-service,Own-child,Black,Male,0.0,,40.0,United-States,<=50K
56.0,Local-gov,571017,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,,0.0,15.0,United-States,<=50K
28.0,Private,189346,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,White,Male,,0.0,40.0,United-States,<=50K
